AgentID,Age,HHID,SchoolID,WorkplaceID,IsFarm,InFarmerHousehold
234,64,1736,0,16,false,false
235,9,1698,7,0,false,false
236,73,2233,0,26,false,false
237,50,1837,0,33,false,false
238,32,1794,0,50,false,false
239,70,2103,0,25,false,false
240,18,365,9,0,false,false
241,41,352,0,33,false,false
242,65,760,0,45,false,false
243,16,2093,4,0,false,false
244,18,1617,7,0,false,false
245,55,1738,0,16,false,false
246,32,2318,0,43,false,false
247,74,1920,0,18,false,false
248,27,729,7,0,false,false
249,26,1226,8,0,false,false
250,60,1388,0,10,false,false
251,41,694,0,32,false,false
252,12,2279,10,0,false,false
253,65,656,0,46,false,false
254,45,363,0,31,false,false
255,7,1421,2,0,false,false
256,51,132,0,46,false,false
257,16,1901,3,0,false,false
258,20,145,7,0,false,false
259,18,1053,7,0,false,false
260,50,2431,0,1,false,false
261,65,1004,0,12,false,false
262,5,356,10,0,false,false
263,22,2153,1,0,false,false
264,9,1386,8,0,false,false
265,19,2486,8,0,false,false
266,76,1964,0,16,false,false
267,58,77,0,37,false,false
268,8,756,9,0,false,false
269,68,2466,0,24,false,false
270,69,1598,0,24,false,false
271,77,543,0,12,false,false
272,59,716,0,14,false,false
273,33,1094,0,40,false,false
274,32,318,0,32,false,false
275,53,1414,0,37,false,false
276,30,456,0,13,false,false
277,11,1167,7,0,false,false
278,59,449,0,40,false,false
279,56,1468,0,6,false,false
280,32,649,0,32,false,false
281,71,807,0,4,false,false
282,17,2131,5,0,false,false
283,47,1475,0,9,false,false
284,22,128,8,0,false,false
285,41,2345,0,1,false,false
286,43,1555,0,28,false,false
287,20,1396,6,0,false,false
288,22,1879,4,0,false,false
289,7,788,6,0,false,false
290,61,2277,0,7,false,false
291,62,1893,0,48,false,false
292,12,202,1,0,false,false
293,7,1470,2,0,false,false
294,40,906,0,26,false,false
295,40,1253,0,6,false,false
296,74,1373,0,43,false,false
297,53,2349,0,46,false,false
298,40,1644,0,45,false,false
299,70,1945,0,41,false,false
300,21,1918,1,0,false,false
301,42,2340,0,10,false,false
302,18,1257,1,0,false,false
303,46,1870,0,15,false,false
304,21,509,8,0,false,false
305,29,49,4,0,false,false
306,9,117,7,0,false,false
307,57,1826,0,41,false,false
308,60,980,0,26,false,false
309,35,1634,0,5,false,false
310,42,87,0,25,false,false
311,6,1644,5,0,false,false
312,39,69,0,20,true,true
313,29,1154,6,0,false,false
314,50,1489,0,18,false,false
315,34,1532,0,36,false,false
316,56,1746,0,17,false,false
317,13,2437,10,0,false,true
318,24,1057,9,0,false,false
319,60,1980,0,22,false,false
320,62,707,0,33,false,false
321,62,2016,0,13,false,false
322,47,308,0,16,false,false
323,63,121,0,38,false,false
324,76,1972,0,9,false,false
325,12,55,1,0,false,false
326,68,1618,0,49,false,false
327,59,811,0,22,false,false
328,9,999,5,0,false,false
329,47,1145,0,48,false,false
330,74,164,0,32,false,false
331,48,280,0,38,false,false
332,11,1606,6,0,false,false
333,20,528,7,0,false,false
334,45,2190,0,29,false,true
335,23,931,4,0,false,false
336,48,1853,0,38,false,false
337,40,1078,0,6,false,true
338,21,1801,10,0,false,false
339,10,708,10,0,false,false
340,75,733,0,22,false,false
341,29,651,4,0,false,false
342,76,2453,0,49,false,false
343,35,108,0,33,false,false
344,11,749,10,0,false,false
345,22,872,1,0,false,false
346,7,1044,8,0,false,false
347,40,1761,0,13,false,false
348,32,1659,0,16,false,false
349,62,1537,0,39,false,false
350,44,142,0,16,false,false
351,47,556,0,36,false,false
352,70,508,0,21,false,false
353,78,375,0,23,false,false
354,32,1362,0,45,false,false
355,15,1883,6,0,false,false
356,21,1773,6,0,false,false
357,68,717,0,40,false,false
358,61,1499,0,15,false,false
359,68,657,0,35,false,false
360,20,2214,4,0,false,false
361,51,2046,0,40,false,false
362,20,1840,7,0,false,false
363,56,1708,0,4,false,false
364,35,2097,0,31,false,false
365,49,2312,0,23,false,false
366,74,2033,0,8,false,false
367,5,411,10,0,false,false
368,22,1896,6,0,false,false
369,51,1704,0,28,false,false
370,38,1938,0,46,false,false
371,41,1958,0,19,false,false
372,31,1444,0,1,false,false
373,78,1790,0,38,false,false
374,57,2054,0,40,false,false
375,75,2135,0,20,true,true
376,72,293,0,20,true,true
377,54,696,0,30,false,false
378,64,2237,0,40,false,false
379,22,102,2,0,false,true
380,56,462,0,33,false,true
381,70,2163,0,18,false,false
382,28,537,1,0,false,false
383,20,845,8,0,false,false
384,6,2166,3,0,false,false
385,79,266,0,49,false,false
386,39,1351,0,16,false,true
387,17,641,4,0,false,false
388,12,1246,5,0,false,false
389,78,75,0,21,false,false
390,61,1057,0,26,false,false
391,51,2173,0,44,false,false
392,15,1663,5,0,false,false
393,64,1471,0,29,false,false
394,73,1688,0,23,false,false
395,52,163,0,9,false,false
396,27,1001,3,0,false,false
397,14,1662,6,0,false,false
398,27,783,5,0,false,false
399,20,1189,8,0,false,false
400,24,890,4,0,false,false
401,52,1464,0,47,false,false
402,44,2044,0,14,false,false
403,11,858,8,0,false,false
404,74,1060,0,26,false,false
405,32,656,0,34,false,false
406,52,1087,0,22,false,false
407,56,2229,0,25,false,true
408,30,1028,0,28,false,false
409,10,1931,6,0,false,false
410,5,989,9,0,false,false
411,6,35,7,0,false,false
412,59,2243,0,3,false,false
413,13,1085,9,0,false,false
414,13,896,7,0,false,false
415,42,349,0,39,false,false
416,33,1081,0,34,false,false
417,31,1452,0,10,false,false
418,70,387,0,28,false,false
419,9,1985,8,0,false,false
420,5,2042,2,0,false,false
421,65,161,0,21,false,false
422,61,1766,0,12,false,false
423,29,467,8,0,false,false
424,70,1514,0,31,false,false
425,55,2049,0,1,false,false
426,19,1792,8,0,false,false
427,34,2435,0,36,false,false
428,40,1073,0,38,false,false
429,74,2121,0,1,false,false
430,79,1304,0,10,false,false
431,39,446,0,43,false,false
432,46,1658,0,21,false,false
433,17,1878,7,0,false,false
434,30,2479,0,49,false,false
435,29,1850,7,0,false,false
436,77,1709,0,5,false,false
437,69,2236,0,42,false,true
438,67,19,0,16,false,false
439,77,1715,0,47,false,false
440,6,71,8,0,false,false
441,18,537,8,0,false,false
442,45,386,0,29,false,false
443,41,207,0,5,false,false
444,49,2247,0,17,false,false
445,40,2058,0,35,false,false
446,62,251,0,34,false,false
447,62,315,0,32,false,false
448,50,324,0,11,false,false
449,14,1946,3,0,false,false
450,69,2186,0,21,false,false
451,39,1777,0,35,false,false
452,28,678,6,0,false,false
453,76,1163,0,8,false,false
454,16,375,4,0,false,false
455,33,590,0,41,false,false
456,18,91,9,0,false,false
457,14,1603,5,0,false,false
458,43,628,0,40,false,false
459,26,369,1,0,false,false
460,64,1781,0,11,false,false
461,63,2260,0,47,false,false
462,62,1915,0,25,false,false
463,63,1961,0,31,false,false
464,28,277,9,0,false,false
465,26,609,7,0,false,false
466,55,1527,0,6,false,false
467,78,2240,0,20,true,true
468,15,1019,4,0,false,false
469,25,1381,9,0,false,false
470,14,1031,8,0,false,false
471,57,1608,0,16,false,false
472,57,1123,0,14,false,false
473,53,1269,0,42,false,false
474,47,482,0,47,false,false
475,23,1536,3,0,false,false
476,27,2397,3,0,false,false
477,75,2430,0,48,false,false
478,32,927,0,23,false,false
479,14,2028,1,0,false,false
480,37,1456,0,46,false,false
481,39,252,0,17,false,false
482,54,28,0,23,false,false
483,49,886,0,14,false,false
484,9,156,8,0,false,false
485,75,1322,0,7,false,false
486,8,1134,10,0,false,false
487,26,302,1,0,false,false
488,57,2113,0,5,false,false
489,20,1755,5,0,false,false
490,59,280,0,28,false,false
491,11,1641,7,0,false,false
492,39,2089,0,5,false,false
493,27,2134,8,0,false,false
494,37,2325,0,20,true,true
495,57,102,0,18,false,true
496,6,455,10,0,false,false
497,51,1638,0,41,false,false
498,49,516,0,11,false,false
499,15,981,5,0,false,false
500,38,1531,0,48,false,false
501,28,1429,10,0,false,false
502,33,1287,0,18,false,false
503,24,1393,5,0,false,false
504,17,1297,7,0,false,false
505,76,252,0,14,false,false
506,53,1355,0,6,false,false
507,11,233,1,0,false,false
508,75,101,0,44,false,false
509,72,1709,0,7,false,false
510,42,2011,0,13,false,false
511,61,1246,0,19,false,false
512,45,361,0,15,false,false
513,70,1625,0,25,false,false
514,30,77,0,7,false,false
515,56,1296,0,43,false,false
516,49,1134,0,22,false,false
517,73,2152,0,12,false,false
518,18,1171,2,0,false,true
519,63,112,0,23,false,false
520,39,1569,0,45,false,false
521,70,1398,0,26,false,false
522,42,1408,0,28,false,false
523,12,491,5,0,false,false
524,43,2358,0,20,true,true
525,32,1376,0,41,false,false
526,28,85,3,0,false,false
527,42,66,0,21,false,false
528,49,1548,0,8,false,false
529,59,2325,0,46,false,true
530,22,1138,3,0,false,false
531,38,2165,0,10,false,false
532,72,1096,0,28,false,false
533,45,336,0,47,false,false
534,36,2174,0,12,false,false
535,65,2005,0,47,false,false
536,33,100,0,35,false,false
537,33,26,0,45,false,false
538,78,1731,0,13,false,false
539,21,881,9,0,false,false
540,17,195,1,0,false,false
541,73,2031,0,8,false,false
542,30,260,0,11,false,true
543,8,1465,6,0,false,false
544,75,1891,0,50,false,false
545,51,46,0,16,false,false
546,79,389,0,26,false,false
547,67,223,0,28,false,false
548,15,2151,3,0,false,false
549,44,1027,0,36,false,false
550,71,333,0,14,false,true
551,58,603,0,42,false,false
552,36,1287,0,7,false,false
553,71,2299,0,39,false,true
554,62,1516,0,25,false,false
555,12,1431,7,0,false,true
556,7,499,3,0,false,false
557,72,2495,0,30,false,false
558,11,1820,10,0,false,false
559,59,860,0,25,false,false
560,53,19,0,37,false,false
561,5,337,4,0,false,false
562,58,1793,0,32,false,false
563,35,548,0,26,false,false
564,78,1574,0,24,false,false
565,41,156,0,5,false,false
566,23,1004,4,0,false,false
567,47,2016,0,42,false,false
568,11,1670,10,0,false,false
569,65,934,0,11,false,false
570,55,452,0,29,false,false
571,73,1513,0,32,false,false
572,24,628,7,0,false,false
573,31,669,0,23,false,false
574,16,1226,10,0,false,false
575,28,1256,8,0,false,false
576,10,2233,2,0,false,false
577,14,763,1,0,false,false
578,8,2409,4,0,false,false
579,49,2427,0,24,false,false
580,10,220,4,0,false,false
581,25,1786,6,0,false,false
582,50,1493,0,18,false,false
583,24,228,10,0,false,false
584,73,419,0,13,false,false
585,67,1320,0,47,false,false
586,56,1916,0,3,false,false
587,30,2165,0,5,false,false
588,31,2045,0,27,false,false
589,14,1832,6,0,false,true
590,19,105,3,0,false,false
591,59,76,0,22,false,false
592,50,1758,0,40,false,false
593,36,1323,0,10,false,false
594,6,2410,4,0,false,false
595,37,442,0,47,false,false
596,73,278,0,45,false,true
597,58,802,0,45,false,false
598,35,1054,0,50,false,false
599,73,1063,0,50,false,false
600,78,1672,0,47,false,false
601,69,1545,0,20,true,true
602,54,1088,0,22,false,false
603,23,1642,3,0,false,false
604,72,1359,0,18,false,false
605,57,509,0,31,false,false
606,51,520,0,24,false,false
607,25,1803,3,0,false,false
608,61,1440,0,10,false,false
609,41,1787,0,5,false,false
610,74,1467,0,7,false,false
611,13,2160,1,0,false,false
612,17,1755,2,0,false,false
613,56,613,0,16,false,false
614,45,1582,0,9,false,false
615,67,642,0,46,false,false
616,13,1049,8,0,false,false
617,33,2398,0,35,false,false
618,44,1640,0,12,false,false
619,31,428,0,41,false,false
620,13,1638,10,0,false,false
621,63,1645,0,27,false,false
622,12,861,9,0,false,false
623,63,463,0,2,false,false
624,17,2427,6,0,false,false
625,15,2391,9,0,false,false
626,36,1807,0,3,false,false
627,62,1635,0,39,false,false
628,72,451,0,30,false,false
629,8,2475,3,0,false,false
630,66,8,0,12,false,false
631,57,1881,0,46,false,false
632,19,366,6,0,false,false
633,56,1559,0,35,false,true
634,32,670,0,33,false,false
635,70,198,0,14,false,false
636,10,2409,10,0,false,false
637,54,1837,0,36,false,false
638,74,634,0,42,false,false
639,40,799,0,31,false,false
640,24,1180,9,0,false,false
641,19,1575,2,0,false,false
642,22,512,1,0,false,false
643,78,402,0,14,false,false
644,66,2386,0,13,false,false
645,50,1220,0,18,false,false
646,54,1281,0,35,false,false
647,35,2377,0,25,false,false
648,58,212,0,5,false,false
649,32,2320,0,28,false,true
650,5,1400,5,0,false,true
651,66,1190,0,20,true,true
652,31,1680,0,11,false,false
653,60,2376,0,22,false,false
654,16,1675,2,0,false,false
655,57,249,0,41,false,false
656,63,1659,0,22,false,false
657,75,1536,0,14,false,false
658,29,425,3,0,false,false
659,49,438,0,3,false,false
660,52,1461,0,20,true,true
661,57,482,0,33,false,false
662,20,2277,5,0,false,false
663,56,939,0,13,false,false
664,24,2412,6,0,false,false
665,77,2191,0,6,false,false
666,75,821,0,36,false,false
667,55,1022,0,15,false,false
668,79,988,0,36,false,false
669,16,1344,7,0,false,false
670,38,473,0,42,false,false
671,6,799,6,0,false,false
672,15,685,3,0,false,false
673,52,1806,0,47,false,false
674,17,136,9,0,false,false
675,44,2473,0,3,false,false
676,64,1901,0,22,false,false
677,37,2464,0,18,false,false
678,35,1713,0,7,false,false
679,42,2114,0,21,false,false
680,40,1117,0,9,false,false
681,57,1248,0,25,false,true
682,46,1256,0,46,false,false
683,39,1826,0,43,false,false
684,71,227,0,41,false,false
685,11,1772,9,0,false,false
686,41,972,0,16,false,false
687,65,2485,0,27,false,false
688,6,205,4,0,false,false
689,31,1527,0,46,false,false
690,48,2484,0,37,false,false
691,76,1133,0,31,false,false
692,50,452,0,43,false,false
693,23,2383,1,0,false,false
694,21,1893,1,0,false,false
695,41,2472,0,5,false,false
696,57,562,0,17,false,false
697,64,1342,0,28,false,false
698,42,523,0,43,false,false
699,22,1906,2,0,false,false
700,67,358,0,28,false,false
701,74,682,0,3,false,false
702,41,161,0,6,false,false
703,18,1439,3,0,false,true
704,5,499,10,0,false,false
705,13,534,3,0,false,false
706,73,1704,0,26,false,false
707,18,2488,2,0,false,false
708,43,2458,0,2,false,false
709,46,267,0,40,false,false
710,46,2499,0,47,false,false
711,61,1564,0,12,false,true
712,25,644,10,0,false,false
713,8,1223,3,0,false,false
714,45,1368,0,14,false,false
715,42,1303,0,30,false,false
716,6,1729,7,0,false,false
717,64,209,0,24,false,false
718,32,407,0,20,true,true
719,55,2071,0,28,false,true
720,74,931,0,46,false,false
721,17,2439,3,0,false,false
722,77,141,0,31,false,false
723,67,2079,0,3,false,false
724,40,1285,0,1,false,false
725,27,1374,1,0,false,false
726,48,222,0,28,false,false
727,20,376,9,0,false,false
728,75,1083,0,37,false,false
729,38,2464,0,33,false,false
730,63,855,0,44,false,false
731,12,1594,10,0,false,false
732,28,2358,8,0,false,true
733,12,895,8,0,false,false
734,64,1137,0,3,false,false
735,33,1444,0,35,false,false
736,53,901,0,8,false,false
737,23,1449,9,0,false,false
738,19,1498,6,0,false,false
739,10,2249,2,0,false,false
740,49,1203,0,39,false,false
741,56,627,0,42,false,false
742,64,2223,0,47,false,false
743,75,1884,0,13,false,false
744,17,509,6,0,false,false
745,41,244,0,1,false,false
746,44,105,0,39,false,false
747,78,990,0,1,false,false
748,76,1956,0,49,false,false
749,55,712,0,13,false,false
750,17,277,5,0,false,false
751,35,447,0,47,false,false
752,65,2431,0,4,false,false
753,6,946,9,0,false,false
754,6,1998,2,0,false,false
755,27,999,6,0,false,false
756,37,1823,0,50,false,false
757,79,439,0,9,false,false
758,42,1537,0,24,false,false
759,67,2280,0,22,false,false
760,45,368,0,20,true,true
761,38,1784,0,17,false,false
762,68,1785,0,35,false,false
763,11,541,2,0,false,false
764,13,1869,2,0,false,false
765,13,1596,6,0,false,false
766,15,2474,1,0,false,false
767,39,1661,0,13,false,false
768,73,2188,0,48,false,false
769,56,407,0,9,false,true
770,60,1696,0,49,false,true
771,44,414,0,10,false,false
772,28,1751,8,0,false,false
773,33,367,0,46,false,false
774,65,2144,0,19,false,false
775,40,233,0,7,false,false
776,48,523,0,35,false,false
777,38,1613,0,8,false,false
778,52,1457,0,30,false,false
779,62,620,0,40,false,false
780,31,1899,0,24,false,false
781,21,1719,6,0,false,false
782,31,578,0,13,false,false
783,59,1538,0,44,false,false
784,13,1622,6,0,false,false
785,42,550,0,29,false,false
786,48,2469,0,39,false,false
787,67,1082,0,19,false,false
788,20,2158,9,0,false,false
789,52,446,0,5,false,false
790,73,1132,0,36,false,false
791,33,1751,0,34,false,false
792,67,2329,0,18,false,false
793,36,2343,0,35,false,true
794,21,196,9,0,false,false
795,12,1113,6,0,false,false
796,37,685,0,1,false,false
797,44,1223,0,49,false,false
798,46,1459,0,17,false,false
799,38,391,0,35,false,false
800,50,572,0,12,false,false
801,7,2333,2,0,false,false
802,13,188,8,0,false,false
803,22,1852,6,0,false,false
804,25,1151,4,0,false,false
805,67,327,0,43,false,false
806,40,234,0,34,false,false
807,77,103,0,34,false,false
808,61,35,0,10,false,false
809,40,1355,0,33,false,false
810,22,1829,4,0,false,true
811,72,135,0,14,false,false
812,69,1270,0,17,false,false
813,10,168,3,0,false,false
814,24,2449,7,0,false,false
815,50,440,0,46,false,true
816,37,1124,0,2,false,false
817,74,1891,0,5,false,false
818,64,156,0,21,false,false
819,72,1329,0,23,false,true
820,24,1999,6,0,false,false
821,67,1308,0,10,false,false
822,25,2435,4,0,false,false
823,46,2074,0,31,false,false
824,41,829,0,44,false,false
825,65,441,0,13,false,false
826,5,2386,6,0,false,false
827,30,1001,0,30,false,false
828,73,1436,0,24,false,false
829,15,494,9,0,false,false
830,71,1625,0,42,false,false
831,10,73,3,0,false,false
832,56,197,0,14,false,false
833,38,175,0,40,false,false
834,25,751,9,0,false,false
835,77,260,0,36,false,true
836,54,1533,0,45,false,true
837,74,563,0,24,false,false
838,73,754,0,37,false,false
839,45,2315,0,17,false,false
840,8,1133,8,0,false,false
841,46,1449,0,34,false,false
842,32,62,0,19,false,false
843,70,1084,0,44,false,false
844,72,1598,0,26,false,false
845,9,686,2,0,false,true
846,44,1418,0,41,false,false
847,65,2212,0,16,false,false
848,36,1,0,48,false,false
849,50,1626,0,35,false,false
850,65,865,0,1,false,false
851,30,2230,0,17,false,false
852,23,65,9,0,false,false
853,78,1344,0,27,false,false
854,74,709,0,49,false,false
855,60,2140,0,40,false,false
856,11,2090,9,0,false,false
857,33,581,0,1,false,false
858,9,1114,7,0,false,false
859,63,2432,0,37,false,false
860,63,1654,0,48,false,false
861,72,2136,0,20,true,true
862,48,987,0,29,false,false
863,73,2492,0,4,false,false
864,69,978,0,29,false,false
865,12,721,2,0,false,false
866,20,2398,3,0,false,false
867,6,2152,5,0,false,false
868,35,1703,0,28,false,false
869,42,1015,0,13,false,false
870,31,1116,0,16,false,false
871,69,1872,0,18,false,false
872,15,1049,4,0,false,false
873,25,256,10,0,false,false
874,25,1214,6,0,false,false
875,16,1803,8,0,false,false
876,9,186,8,0,false,false
877,41,993,0,35,false,false
878,20,214,9,0,false,false
879,62,98,0,12,false,false
880,61,2204,0,39,false,false
881,32,1987,0,22,false,false
882,30,650,0,39,false,false
883,74,1514,0,1,false,false
884,27,1372,5,0,false,false
885,52,1801,0,14,false,false
886,37,1307,0,12,false,false
887,8,1893,2,0,false,false
888,61,442,0,23,false,false
889,31,200,0,38,false,false
890,25,32,7,0,false,false
891,52,1900,0,25,false,false
892,62,1941,0,13,false,false
893,25,701,4,0,false,false
894,76,26,0,3,false,false
895,33,2023,0,49,false,false
896,77,188,0,47,false,false
897,46,2006,0,23,false,false
898,75,423,0,7,false,false
899,30,21,0,9,false,false
900,43,1377,0,44,false,false
901,39,2299,0,39,false,true
902,53,1303,0,19,false,false
903,66,1431,0,20,true,true
904,20,639,6,0,false,false
905,35,2132,0,43,false,true
906,19,678,8,0,false,false
907,21,1736,4,0,false,false
908,40,434,0,40,false,false
909,70,1785,0,6,false,false
910,45,545,0,50,false,false
911,8,1962,9,0,false,false
912,47,670,0,43,false,false
913,61,678,0,32,false,false
914,64,589,0,8,false,false
915,8,629,1,0,false,false
916,75,2468,0,45,false,false
917,60,1878,0,50,false,false
918,5,1465,6,0,false,false
919,29,426,1,0,false,false
920,55,1558,0,45,false,false
921,68,1665,0,47,false,false
922,32,1444,0,24,false,false
923,24,2027,4,0,false,false
924,52,651,0,42,false,false
925,17,1037,6,0,false,false
926,46,2377,0,4,false,false
927,32,1454,0,28,false,false
928,12,883,6,0,false,false
929,39,951,0,2,false,false
930,34,1308,0,21,false,false
931,27,1251,10,0,false,true
932,63,1657,0,33,false,false
933,10,1152,6,0,false,false
934,76,119,0,24,false,false
935,69,1035,0,14,false,false
936,34,1730,0,36,false,false
937,34,992,0,30,false,false
938,23,2127,10,0,false,false
939,47,1510,0,5,false,true
940,21,2283,2,0,false,false
941,32,730,0,13,false,false
942,49,1334,0,24,false,false
943,19,541,2,0,false,false
944,34,267,0,40,false,false
945,57,430,0,8,false,false
946,40,976,0,33,false,false
947,64,2031,0,23,false,false
948,9,1650,10,0,false,false
949,10,652,3,0,false,false
950,50,1649,0,22,false,false
951,25,1254,9,0,false,false
952,35,2270,0,16,false,false
953,31,1230,0,45,false,false
